start_station_name,Avg_ride_length,Avg_ride_length_Casual,Avg_ride_length_Member,Casual_riders,Member_riders,Electric_bike_riders,Classic_bike_riders,Total_riders
Wood St & Augusta Blvd,13.797262848751835,17.512032736120336,12.454134676903395,1507,4168,2306,3369,5675
Broadway & Thorndale Ave,21.688040532579272,31.392245030954733,16.191140642303424,2046,3612,1771,3887,5658
Winthrop Ave & Lawrence Ave,14.929045508274225,19.714564322776891,12.568595004853934,1863,3777,2016,3624,5640
Ellis Ave & 53rd St,10.32720924704344,16.569688109161792,7.9667239967239984,1539,4070,840,4769,5609
Greenview Ave & Diversey Pkwy,13.513038934670972,15.925461717769412,12.308447488584472,1859,3723,1636,3946,5582
Wood St & Taylor St (Temp),12.599404227291778,16.546790299572042,12.030740512398946,701,4866,2017,3550,5567
Western Ave & Walton St,15.737828729614247,19.477720813095875,13.857736480376181,1853,3686,2222,3317,5539
Racine Ave & 18th St,14.557836905194332,18.227623724244168,12.8750816777042,1731,3775,2256,3250,5506
Cannon Dr & Fullerton Ave,31.393028203257938,40.538489063602476,17.500497626703414,3307,2177,1047,4437,5484
Sheridan Rd & Noyes St (NU),15.430584160843459,19.592541757443716,12.391547353908154,2295,3143,1268,4170,5438
State St & 35th St,11.306297532925246,18.980262423227245,10.350653594771243,597,4794,1787,3604,5391
Clarendon Ave & Leland Ave,18.868728330856865,27.632045337454908,13.928386097395672,1941,3443,1838,3546,5384
Leavitt St & Armitage Ave,13.70050223214286,19.35405150753769,11.321947674418604,1592,3784,2180,3196,5376
Orleans St & Elm St,12.271923436041085,16.21290460878885,10.659232456140359,1555,3800,1769,3586,5355
Clark St & 9th St (AMLI),14.211395261376456,19.534093982420565,11.074407252440727,1972,3346,1882,3436,5318
Dearborn St & Van Buren St,17.654100177304947,25.091991143686066,12.384085253705512,2183,3081,1252,4012,5264
University Ave & 59th St,9.9572306510466717,18.693473282442746,7.0204901206055981,1310,3897,681,4526,5207
Ravenswood Ave & Irving Park Rd,12.823278183916893,15.793754565376179,11.761230086184375,1369,3829,2112,3086,5198
Ashland Ave & Lake St,13.063625561978165,16.293117831074039,11.170542991035038,1918,3272,1755,3435,5190
Emerald Ave & 31st St,13.167414675215339,18.649455337690622,11.977413888232059,918,4229,1554,3593,5147
Campbell Ave & North Ave,14.839725894245728,17.4595472061657,13.512165592657682,1730,3414,1897,3247,5144
Lincoln Ave & Sunnyside Ave,14.525212427839396,19.029470672389127,12.431014823261117,1631,3508,1988,3151,5139
Western Ave & Division St,15.241717350075193,16.689700272479563,14.427171469446154,1835,3262,1699,3398,5097
Ashland Ave & Wrightwood Ave,13.537868906455865,17.444523326572003,11.924369356790468,1479,3581,1626,3434,5060
Blackstone Ave & Hyde Park Blvd,18.665720783072985,28.269730618959485,14.134841870391934,1621,3436,920,4137,5057
Leavitt St & North Ave,13.137136131556264,16.493304172274563,11.728701873293799,1486,3541,1775,3252,5027
Paulina St & Montrose Ave,12.611075739487994,18.5448,10.64678672316384,1250,3776,1596,3430,5026
Racine Ave & Washington Blvd,11.753933293468871,15.538246913580249,10.360744477774752,1350,3667,1687,3330,5017
Larrabee St & Menomonee St,14.444669203551637,21.436569037656906,12.24474284711251,1195,3798,1166,3827,4993
Wolcott (Ravenswood) Ave & Montrose Ave,12.619410733549078,16.155831698277737,11.036046852122983,1529,3415,2002,2942,4944
Seeley Ave & Roscoe St,16.035208333333333,18.621207398171229,14.769047619047603,1604,3276,2222,2658,4880
Fort Dearborn Dr & 31st St*,29.966246067569426,41.232178895159905,22.4594757834758,1949,2925,846,4028,4874
LaSalle St & Adams St,17.845522949586151,28.62419132149903,12.12263587810242,1690,3183,1715,3158,4873
Noble St & Milwaukee Ave,13.888299993125729,16.959644194756553,12.611338199513389,1424,3425,1857,2992,4849
Benson Ave & Church St,23.21344041450779,32.151501937984484,16.531745744295542,2064,2761,1522,3303,4825
Damen Ave & Charleston St,15.089089275843007,16.687411723163841,14.061285195277025,1888,2936,2119,2705,4824
Broadway & Ridge Ave,20.671679538022676,29.215041782729823,17.014967709885731,1436,3355,1684,3107,4791
Damen Ave & Grand Ave,13.95540767134773,16.273136746597533,12.847521685254025,1543,3228,1937,2834,4771
Albany Ave & Bloomingdale Ave,17.312625726023509,22.994656336909014,14.163865037428438,1678,3028,1828,2878,4706
Chicago Ave & Sheridan Rd,20.915067157712308,30.06954447522315,12.821761904761916,2166,2450,870,3746,4616
Artesian Ave & Hubbard St,12.783550535766,16.788755364806871,11.426742270039737,1165,3439,2228,2376,4604
Wentworth Ave & Cermak Rd*,20.259774381368274,26.310163909313747,14.783215474209646,2176,2404,1567,3013,4580
Blue Island Ave & 18th St,14.452842151289895,19.662544125063029,12.334998974989736,1322,3252,1692,2882,4574
Shields Ave & 31st St,9.992969723627299,19.713256113256115,8.7432530818234468,518,4029,1740,2807,4547
Ashland Ave & Grand Ave,13.325592225889249,16.655792466240218,11.832414489058854,1407,3138,1721,2824,4545
Spaulding Ave & Armitage Ave,17.264798913841194,20.885233270002111,15.335448306896161,1579,2963,2031,2511,4542
California Ave & Cortez St,15.188885170310879,16.504661864745902,14.410446259469706,1666,2816,2093,2389,4482
Morgan St & 18th St,15.169304904368532,20.532026143790844,11.941314973772053,1683,2796,1794,2685,4479
Leavitt St & Chicago Ave,14.305485940180498,18.569118324125235,12.261877965353641,1448,3021,1894,2575,4469
Sedgwick St & Schiller St,14.881526964097946,20.107203114860475,12.101835231849039,1541,2897,1198,3240,4438
N Green St & W Lake St,10.581504157218451,10.820125363778825,10.459865342919091,1489,2921,4410,0,4410
Logan Blvd & Elston Ave,15.376940326871905,16.76299102132436,14.861886143259314,1188,3197,1914,2471,4385
Indiana Ave & 31st St,13.274195389180543,31.03062922516899,10.230913547237071,641,3740,915,3466,4381
Calumet Ave & 21st St,26.314005765934233,36.153737505432439,14.861692800539538,2301,1977,1526,2752,4278
Clark St & Randolph St,16.839601406799538,27.971958584987057,12.685576303927871,1159,3106,1147,3118,4265
Western Ave & Fillmore St,13.297854397113047,20.114739229024945,12.202981881088959,588,3661,2113,2136,4249
Lincoln Ave & Belle Plaine Ave,14.592015850596363,17.830338239091141,13.178192988389133,1291,2957,1556,2692,4248
Humboldt Blvd & Armitage Ave,17.064219279577522,22.198718724778058,13.772720217306937,1652,2577,1444,2785,4229
Leavitt St & Division St,12.581502091719944,16.612786800721839,10.802508532423202,1293,2930,1466,2757,4223
Drexel Ave & 60th St,11.842867993923409,18.381872447376683,9.6106016731016766,1061,3108,679,3490,4169
Stave St & Armitage Ave,14.886604624929497,18.142211838006226,13.237460548676864,1391,2746,1837,2300,4137
California Ave & Francis Pl,15.656335884143841,18.713169692893967,13.883515340613616,1487,2564,1627,2424,4051
Wentworth Ave & Cermak Rd,24.7710687857383,32.654669703872443,14.988986244582618,2195,1769,1279,2685,3964
Leavitt St & Belmont Ave,17.676091169531507,20.999099099099098,15.352269473081328,1628,2328,1770,2186,3956
Damen Ave & Wellington Ave,14.580344478216807,17.433756278086168,13.241247984121072,1261,2687,1689,2259,3948
Kedzie Ave & Palmer Ct,15.444334192439841,19.165419901199719,13.303539044525644,1417,2463,1296,2584,3880
Wood St & Hubbard St,14.024161939143882,17.30906432748538,12.656452398344289,1140,2738,1406,2472,3878
Lincoln Ave & Waveland Ave,14.255263385146796,16.866042966042972,13.388607085346221,962,2898,1307,2553,3860
Lincoln Ave & Byron St,14.796924937375831,16.807272727272721,13.816551015163197,1265,2594,1548,2311,3859
Wilton Ave & Diversey Pkwy*,12.621664934164937,15.499848714069593,11.11534705727105,1322,2526,955,2893,3848
Morgan Ave & 14th Pl,12.140013071895423,17.165483870967744,10.525613126079451,930,2895,1521,2304,3825
Damen Ave & Clybourn Ave,16.41696319553462,18.955738396624461,15.276102894703595,1185,2637,1493,2329,3822
Fort Dearborn Dr & 31st St,32.570449389179743,43.88303712480252,23.613766416510316,1688,2132,818,3002,3820
Racine Ave & Randolph St,12.722718539865502,17.247313854853907,10.980847847121433,1061,2756,1140,2677,3817
Sheridan Rd & Loyola Ave,22.875004390586575,34.373114355231124,14.091132280049569,1644,2152,1332,2464,3796
Halsted St & 18th St,15.962942222222219,21.634024517475215,13.031047734627832,1278,2472,1462,2288,3750
Paulina St & 18th St,15.544439996441573,19.760664433277491,13.572574748661706,1194,2553,1438,2309,3747
Ravenswood Ave & Berteau Ave,13.018625346570078,19.022363569321538,11.096068012752392,904,2823,1176,2551,3727
Damen Ave & Foster Ave,14.068390650188073,14.884064427690195,13.542509942554135,1459,2263,1687,2035,3722
Lake Park Ave & 35th St,26.036872394417266,42.6752617801047,18.506226961558717,1146,2532,850,2828,3678
Clark St & Lunt Ave,13.805060506050602,20.459642857142864,10.276115319865315,1260,2376,1508,2128,3636
California Ave & North Ave,15.360487479767688,20.19168152109329,13.081967213114757,1122,2379,1319,2182,3501
Ogden Ave & Congress Pkwy,15.478274577242756,19.01001727115716,14.474776101091891,772,2717,1423,2066,3489
Glenwood Ave & Morse Ave,18.682006369426748,27.544192682108083,15.106162806447257,993,2461,1171,2283,3454
Indiana Ave & 26th St,16.450198990487284,24.9055619047619,13.559053015500847,875,2559,1114,2320,3434
Morgan St & 31st St,15.654349308396661,22.91541950113379,13.668161518422023,735,2687,1456,1966,3422
Wabash Ave & Cermak Rd,20.298322446555812,27.728756957328383,13.436521987435748,1617,1751,1106,2262,3368
Damen Ave & Melrose Ave,14.55274069579287,17.449953959484347,13.129042232277531,1086,2210,1207,2089,3296
Milwaukee Ave & Rockwell St,16.164029729179397,18.258883768561191,14.78091615956728,1302,1972,1263,2011,3274
Damen Ave & Sunnyside Ave,15.786876923076923,17.953248004404074,14.500228870361285,1211,2039,1013,2237,3250
Lincoln Ave & Addison St,17.55012960082945,22.265999406880194,15.015152239757692,1124,2091,1044,2171,3215
Southport Ave & Clark St,13.764035361414454,17.329056270502136,11.264357749469218,1321,1884,1040,2165,3205
California Ave & Division St,17.770058855002688,21.953621364653252,15.176815739296249,1192,1923,1249,1866,3115
California Ave & Montrose Ave,22.709127502175793,29.282686383240904,19.120534813319857,1082,1982,918,2146,3064
Western Ave & Congress Pkwy,15.176776940714053,25.431517094017092,12.542376835460404,624,2429,1333,1720,3053
California Ave & Altgeld St,16.352876202974624,20.549321503131523,14.429338118022327,958,2090,1068,1980,3048
Calumet Ave & 35th St,13.20830871895854,29.373900074571214,10.429070512820513,447,2600,925,2122,3047
Wentworth Ave & 33rd St,14.009984664256766,30.015521628498728,10.680527987296541,524,2519,979,2064,3043
Leavitt St & Lawrence Ave,15.230337941628266,16.485523114355235,14.521953312736013,1096,1942,1105,1933,3038
Ashland Ave & 13th St,13.654671088999454,21.562632978723407,12.527958822786408,376,2639,1077,1938,3015
Canal St & Harrison St,13.28354465576688,20.887230094466933,9.5441513190642073,988,2009,754,2243,2997
Clark St & Elmdale Ave,18.28997175141242,22.340866117718814,15.905681206246639,1093,1857,1055,1895,2950
Elston Ave & Wabansia Ave,15.563336737009301,17.0218868474774,14.634577530176422,1143,1795,1198,1740,2938
Clinton St & 18th St,17.303022904313462,17.239763421292086,17.342345399698349,1099,1768,1094,1773,2867
St. Louis Ave & Fullerton Ave,17.875156121126444,22.678453534266229,15.526596491228075,929,1900,977,1852,2829
Talman Ave & Addison St,18.335384978186546,19.663092818428193,17.626505697232794,984,1843,1264,1563,2827
Halsted St & 35th St,15.865576991782779,21.630660954712358,13.489152371342071,817,1982,944,1855,2799
Campbell Ave & Montrose Ave,14.146209407831893,17.036024196912809,12.987673524000666,799,1993,1065,1727,2792
Damen Ave & Madison St,16.945084320057415,22.259160756501192,13.331896724934692,1128,1659,1131,1656,2787
Harper Ave & 59th St,12.820642642642648,24.164388311045077,9.18870123691722,673,2102,348,2427,2775
Winchester Ave & Elston Ave,14.816776075857025,16.455299417064122,14.329018772677074,629,2113,1111,1631,2742
Rockwell St & Eastwood Ave,15.225219298245623,17.18030503978779,14.481458123107965,754,1982,1043,1693,2736
Greenview Ave & Jarvis Ave,15.011971142088518,17.660457181849203,13.532513817419481,977,1749,927,1799,2726
Damen Ave & Wabansia Ave,12.285520029400958,13.622970085470088,11.584201680672273,936,1785,2721,0,2721
Claremont Ave & Hirsch St,12.60651080019637,14.022785547785551,11.952493720846794,858,1858,1088,1628,2716
Museum of Science and Industry,36.165242323344437,44.781219211822638,23.197358665430954,1624,1079,454,2249,2703
State St & 19th St,17.926992481202991,23.950870147255689,14.321354166666673,996,1664,683,1977,2660
Western Ave & Roscoe St,15.025834277798767,18.916168091168093,13.621713796058263,702,1945,900,1747,2647
Wood St & Webster Ave,13.545466565923681,14.13722943722944,13.267009259259252,847,1800,898,1749,2647
Ashland Ave & Belle Plaine Ave,16.718028907649018,20.380267828331718,14.313011231193048,1033,1573,984,1622,2606
Emerald Ave & 28th St,16.389914135588882,23.553299776286352,14.260548628428921,596,2005,565,2036,2601
Clark St & Schreiber Ave,16.733249710536473,18.7781668580176,15.697713178294574,871,1720,943,1648,2591
Halsted St & Archer Ave,11.847536343754024,15.92283671933785,9.7298142717497562,886,1705,1076,1515,2591
Racine Ave & 15th St,16.176625466718161,22.224685739055051,13.621153846153849,769,1820,1039,1550,2589
Sheridan Rd & Columbia Ave,20.603679147165881,27.721086873325685,16.941976767080124,871,1693,839,1725,2564
Griffin Museum of Science and Industry,42.3839678178963,50.210197910940074,22.855967078189295,1819,729,534,2014,2548
Milwaukee Ave & Fullerton Ave,10.879202955925049,10.4618265993266,11.249788241155954,1188,1338,2526,0,2526
W Armitage Ave & N Sheffield Ave,9.543844320889594,10.316750948166876,9.1898378691372375,791,1727,2518,0,2518
Shields Ave & 28th Pl,13.324657258064516,20.744495884773663,12.209616573902297,324,2156,981,1499,2480
Kimball Ave & Belmont Ave,14.641292517006805,17.098074807480739,13.192093878433912,909,1541,1097,1353,2450
Richmond St & Diversey Ave,19.09324381032312,23.716305133767161,16.175747205110653,922,1461,901,1482,2383
Halsted St & 21st St,14.956745362563234,16.2949975949976,14.404387532261264,693,1679,897,1475,2372
Campbell Ave & Fullerton Ave,17.689850788288275,23.202170713760118,14.27387140902874,906,1462,1000,1368,2368
May St & Cullerton St,14.555668215744264,19.177872230808862,12.816967054263563,647,1720,965,1402,2367
Greenwood Ave & 47th St,18.491317961855955,26.768627450980389,15.56315992292871,612,1730,773,1569,2342
Laflin St & Cullerton St,16.404391602399304,19.146222498962224,14.966318310472458,803,1531,877,1457,2334
Wentworth Ave & 35th St,13.464762931034478,16.040808956301916,11.762765449773323,923,1397,717,1603,2320
Avondale Ave & Irving Park Rd,16.383409194355941,20.142000000000003,14.4352798894264,750,1447,999,1198,2197
Oakley Ave & Irving Park Rd,16.164297646165526,18.703783939919123,15.258683559950551,577,1618,597,1598,2195
California Ave & Byron St,18.634365917087358,21.103949652777775,17.290184266477677,768,1411,949,1230,2179
Leavitt St & Addison St,17.802143299288151,21.781431897555304,15.162599742599737,859,1295,797,1357,2154
Damen Ave & Walnut (Lake) St,16.21465891472868,20.183167613636364,14.282549562010141,704,1446,1069,1081,2150
University Library (NU),21.102223782771542,29.427436219155165,16.146888225043565,797,1339,628,1508,2136
Clark St & Columbia Ave,13.496309355900328,16.073675496688743,12.474162836506899,604,1523,699,1428,2127
California Ave & Fletcher St,17.769730158730152,21.797901821060957,15.073608903020668,842,1258,844,1256,2100
Kedzie Ave & Leland Ave,18.03967643761013,22.509262435677535,16.300178015131284,583,1498,916,1165,2081
Hampden Ct & Diversey Ave,10.365160256410253,10.6949297188755,10.210522598870057,664,1416,2080,0,2080
Washtenaw Ave & Lawrence Ave,16.064842615012093,21.467130987292272,13.400807423475534,682,1383,816,1249,2065
Central Park Ave & Elbridge Ave,18.163705501618121,20.189953379953376,17.086555142503094,715,1345,993,1067,2060
Hoyne Ave & Balmoral Ave,14.866049983771498,22.980989994734067,11.251161154116824,633,1421,1234,820,2054
Campbell Ave & Augusta Blvd,11.070814778162624,10.507485380116956,11.483890794739855,855,1166,2021,0,2021
Damen Ave & Cullerton St,16.702944582299416,22.058905852417297,14.123419117647064,655,1360,811,1204,2015
Chicago Ave & Washington St,23.752642073778681,31.654447960618839,16.672385003150605,948,1058,766,1240,2006
Wells St & 19th St,23.865205410821638,27.475450819672115,18.189304123711338,1220,776,470,1526,1996
Wallace St & 35th St,12.914509115236656,18.869871794871788,10.812140755827111,520,1473,528,1465,1993
Troy St & Elston Ave,16.1998324958124,18.897469135802467,15.195195402298841,540,1450,811,1179,1990
Sheridan Rd & Greenleaf Ave,23.41271617497458,37.6411402157165,16.401138952164011,649,1317,478,1488,1966
Kosciuszko Park,19.71041238877482,23.589255499153975,17.075474137931035,788,1160,965,983,1948
Paulina St & Howard St,15.235432033719709,19.83086989992302,11.379182816537469,866,1032,668,1230,1898
Cherry Ave & Blackhawk St,12.633579335793359,12.859069767441861,12.517412140575082,645,1252,762,1135,1897
Glenwood Ave & Touhy Ave,14.948139287612966,14.707782839787395,15.158541043536056,878,1003,722,1159,1881
Halsted St & North Branch St,14.309406028368803,18.199677419354842,12.395145502645505,620,1260,523,1357,1880
Malcolm X College,20.206139882541368,29.503472222222207,15.561195623165199,624,1249,692,1181,1873
Troy St & North Ave,18.868656316916493,20.4860569105691,17.603132951653947,820,1048,683,1185,1868
Francisco Ave & Foster Ave,18.280615164520743,25.215661478599223,15.640160493827164,514,1350,790,1074,1864
Lincoln Ave & Winona St,16.1822453830682,19.684032091097315,14.269479785128636,644,1179,810,1013,1823
Avers Ave & Belmont Ave,19.853805342114882,21.807492912110167,18.244310977644318,823,999,983,839,1822
Smith Park,17.591263736263752,22.277619047619044,15.508439153439159,560,1260,700,1120,1820
N Carpenter St & W Lake St,10.498331499816649,10.395179904955873,10.536498367244411,491,1327,1818,0,1818
Ogden Ave & Roosevelt Rd,15.717043366409417,18.928156996587028,15.098465921542841,293,1521,870,944,1814
Albany Ave & Montrose Ave,18.635538261997414,20.096358024691366,18.008975377283555,540,1259,681,1118,1799
Central Park Ave & Bloomingdale Ave,26.24612403100776,32.5171462829736,20.616379619662723,834,929,588,1175,1763
Monticello Ave & Irving Park Rd,15.857363240583002,20.123583517292129,14.379841997961258,453,1308,1090,671,1761
Wentworth Ave & 24th St,22.441014658290502,32.86416781292985,15.040983072916669,727,1024,560,1191,1751
W Oakdale Ave & N Broadway,11.397356321839078,10.953170594837264,11.627588714368819,594,1146,1740,0,1740
Western Ave & Monroe St,15.922820362785249,23.553543613707163,13.373289097059587,428,1281,705,1004,1709
Lake Park Ave & 47th St,28.82377657440831,40.3052179656539,19.219963167587469,757,905,396,1266,1662
W Washington Blvd & N Peoria St,10.152068052159738,11.970770338372924,9.4342000568343281,463,1173,1636,0,1636
Racine Ave & 35th St,15.766720639032815,18.513730803974703,14.904042553191486,369,1175,625,919,1544
Woodlawn Ave & Lake Park Ave,22.644716242661442,35.22533950617283,15.80328969452837,540,993,322,1211,1533
Spaulding Ave & Division St,16.399520697167759,18.635446009389675,15.079348579348569,568,962,917,613,1530
Winchester (Ravenswood) Ave & Balmoral Ave,16.680216711349413,17.763339070567984,15.989443834613978,581,911,708,784,1492
Manor Ave & Leland Ave,18.101534642292929,20.848000000000003,16.898117494320026,450,1027,689,788,1477
Western Ave & Lunt Ave,15.936925875397908,18.024028122415221,15.145672624647231,403,1063,650,816,1466
Rockwell St & Fletcher St,13.440157750342934,13.493520090548959,13.403989259685462,589,869,1458,0,1458
Normal Ave & Archer Ave,15.254889042995847,21.468282828282835,13.410986211031171,330,1112,608,834,1442
Leavitt St/North Ave,13.368488857938722,17.495569105691054,11.719265756985047,410,1026,553,883,1436
Christiana Ave & Lawrence Ave,18.551896921975665,23.352290950744564,15.123885480572595,582,815,673,724,1397
Noble St & Milwaukee Ave (Temp),13.694815613026822,14.663128930817612,13.270678374655652,424,968,583,809,1392
Drake Ave & Addison St,13.536505612493904,15.500952380952381,12.310186286167262,525,841,769,597,1366
Eastlake Ter & Howard St,21.157313054499365,35.255285412262161,13.23766825019794,473,842,413,902,1315
MLK Jr Dr & Pershing Rd,22.473315329218106,38.722650602409651,14.818974650018919,415,881,487,809,1296
Elston Ave & George St,13.683021172638439,12.584057971014493,14.24195331695331,414,814,1228,0,1228
N Southport Ave & W Newport Ave,10.126400329489289,10.466097190584662,9.9339784946236556,439,775,1214,0,1214
63rd St Beach,36.255477178423227,43.971272229822141,24.356223628691989,731,474,224,981,1205
Dorchester Ave & 49th St,21.71468715393134,26.688414055080724,19.668053927315349,351,853,244,960,1204
Evanston Civic Center,23.483083956774738,29.318086696562037,16.172940074906368,669,534,344,859,1203
N Paulina St & Lincoln Ave,9.6721434528774,9.575126646403243,9.7088314176245181,329,870,1199,0,1199
Loomis St & Archer Ave,14.357544006705778,16.486560457516337,13.250997876857751,408,785,358,835,1193
Clark St & Jarvis Ave,13.739239618406282,18.2156378600823,12.060590277777777,324,864,341,847,1188
Racine Ave & 13th St,13.483133561643831,17.905477528089886,11.544273399014777,356,812,385,783,1168
South Shore Dr & 67th St,39.1095463680735,50.713056163384387,31.577154356060614,457,704,240,921,1161
Sawyer Ave & Irving Park Rd,17.518499278499288,23.035031595576616,14.342542064574809,422,733,580,575,1155
Western Ave & 21st St,17.905927536231882,25.658126036484251,13.739639037433154,402,748,488,662,1150
South Shore Dr & 71st St,32.517424242424276,40.661420982735727,26.149376947040494,502,642,312,832,1144
Prairie Ave & Garfield Blvd,13.995550660792954,20.022523499638471,9.8732443125618214,461,674,252,883,1135
Ashland Ave & Archer Ave,13.649617196702003,16.231200631911531,12.115211267605636,422,710,359,773,1132
Cottage Grove Ave & 63rd St,16.814994026284335,20.891545893719805,14.990856031128406,345,771,408,708,1116
Bernard St & Elston Ave,16.843931159420293,19.502834467120184,15.878847736625508,294,810,547,557,1104
Cottage Grove Ave & 47th St,19.17594610959733,29.094947209653089,16.684924242424241,221,880,274,827,1101
Cottage Grove Ave & 51st St,19.184416589291242,26.37351598173516,15.498993445692888,365,712,327,750,1077
Western Ave & Howard St,15.502028714107361,19.721114683815649,13.768692206076615,311,757,333,735,1068
Central St Metra,25.25299267749125,27.04779326364692,23.074947145877392,574,473,348,699,1047
Drake Ave & Montrose Ave,19.547587088526686,23.5990488006617,16.996432291666668,403,640,417,626,1043
Clinton St & Polk St,16.733086297760213,20.50297280202404,12.636735395189001,527,485,288,724,1012
Francisco Ave & Chicago Ave,12.150922266139657,13.18064903846154,11.432186800894856,416,596,1012,0,1012
Dorchester Ave & 63rd St,20.620825016633397,35.059152542372885,14.59634606317775,295,707,186,816,1002
Warren Park West,19.749728997289957,27.596863468634691,16.767157550257135,271,713,335,649,984
N Damen Ave & W Chicago Ave,9.77970128988459,10.510092961487384,9.528910168718653,251,731,982,0,982
Knox Ave & Montrose Ave,17.305497014401126,16.842822736030829,17.570978441127696,346,603,459,490,949
Clark St & Touhy Ave,15.371491693177797,22.714930555555554,11.306589785831962,336,607,471,472,943
St. Louis Ave & Balmoral Ave,21.397517342095643,25.060536980749745,19.333932648401834,329,584,478,435,913
State St & 29th St,20.406341374269015,27.631224489795922,17.75252373813094,245,667,280,632,912
Cottage Grove Ave & Oakwood Blvd,37.581481481481468,49.756017643352244,20.633245614035097,529,380,239,670,909
Kedzie Ave & Foster Ave,19.838729281767961,24.302855805243439,16.94395871281117,356,549,301,604,905
California Ave & Lake St,20.301057906458809,19.332355338223312,21.111281526925691,409,489,281,617,898
Keystone Ave & Fullerton Ave,19.315586592178775,23.417122593718343,16.931478209658415,329,566,343,552,895
Western Ave & Grace St,11.20481651376147,10.841389599317987,11.500242550242554,391,481,872,0,872
Central St & Girard Ave,25.416880591209654,29.641030789825965,19.557195914577527,498,359,195,662,857
Western Ave & Berteau Ave,11.673092131277178,10.628007518796993,12.154881571346037,266,577,843,0,843
McCormick Blvd & Devon Ave,26.927184657967569,31.861794871794864,22.678844738778512,390,453,260,583,843
Dodge Ave & Church St,17.396285260230432,19.164583333333329,15.785079726651476,400,439,310,529,839
Francisco Ave & Bloomingdale Ave,10.706654530744338,9.6652070604209079,12.242242242242245,491,333,824,0,824
Keystone Ave & Montrose Ave,17.999755201958369,21.938746958637473,16.012124002455504,274,543,376,441,817
Western Ave & Gunnison St,11.341068481848186,11.930414746543779,11.124675690919341,217,591,808,0,808
Leavitt St & Archer Ave,20.702994630318052,24.779893529893531,16.55475,407,400,268,539,807
Kildare Ave & Montrose Ave,19.177060041407874,23.99659498207885,16.620690747782007,279,526,235,570,805
Cottage Grove Ave & 43rd St,22.039270833333333,39.757942708333331,13.701072303921569,256,544,330,470,800
N Sheffield Ave & W Wellington Ave,9.2442355889724368,9.5269379844961239,9.1091666666666633,258,540,798,0,798
Bosworth Ave & Howard St,18.393605870020963,32.461735700197231,14.595660276890309,169,626,256,539,795
Milwaukee Ave & Cuyler Ave,15.811825902335459,18.49014336917563,14.335046113306984,279,506,413,372,785
Ping Tom Park (East),12.145769230769231,13.521055226824457,11.094079939668175,338,442,780,0,780
Western Ave & Granville Ave,18.224294871794875,22.081267217630849,16.489374225526646,242,538,414,366,780
Kedzie Ave & George St,11.609373659373658,11.109122287968441,11.994533029612759,338,439,777,0,777
Ridge Blvd & Touhy Ave,14.676975945017183,18.924608904933816,12.319071476285902,277,499,283,493,776
Francisco Ave & Montrose Ave,11.047919375812743,11.108777429467084,11.004777777777779,319,450,769,0,769
Valli Produce - Evanston Plaza,20.50311546840959,23.658849557522124,17.991862284820044,339,426,249,516,765
Buckingham Fountain (Temp),23.0054211469534,29.129953917050695,14.431075268817207,434,310,138,606,744
Central Park Ave & North Ave,21.88349035441902,27.713167587476981,16.344531933508307,362,381,283,460,743
Monticello Ave & Lawrence Ave,15.448301630434772,16.487476979742169,14.442468805704095,362,374,357,379,736
N Shore Channel Trail & Argyle St,13.256978879706155,16.391758241758239,11.367807211184694,273,453,726,0,726
Wood St & 35th St,15.848510638297876,26.84868173258004,12.160953282828281,177,528,282,423,705
Ridge Blvd & Howard St,17.053223495702007,28.859545454545454,11.619351464435145,220,478,269,429,698
Kedzie Ave & Bryn Mawr Ave,18.659421329507403,25.745670995671002,15.146709585121602,231,466,213,484,697
Lincoln Ave & Peterson Ave,22.158006773101114,33.696652110625919,16.413768115942023,229,460,251,438,689
Warren Park East,22.007302280446382,33.337275985663076,14.259599673202615,279,408,205,482,687
Calumet Ave & 51st St,14.605389221556885,20.481824712643675,11.47847859327217,232,436,305,363,668
DuSable Museum,16.550531107738994,22.973732718894009,13.397058823529413,217,442,127,532,659
Troy St & Grace St,10.936891961085506,9.2274509803921561,11.717039522744217,204,447,651,0,651
Oakley Ave & Touhy Ave,17.0879355174207,17.0361673414305,17.120389170896786,247,394,299,342,641
Elmwood Ave & Austin St,22.615572916666672,29.133055555555554,16.864852941176469,300,340,249,391,640
Sacramento Blvd & Addison St,10.021076115485561,9.9866795366795351,10.044769503546096,259,376,635,0,635
Kilbourn Ave & Irving Park Rd,17.607723577235767,17.796540880503144,17.508395368072783,212,403,236,379,615
Damen Ave/Coulter St,22.077351821642196,26.644260027662519,19.118682795698923,241,372,306,307,613
Kedzie Ave & Lake St,17.59908180300501,18.087640449438204,17.206174698795181,267,332,359,240,599
Western Ave & 24th St,17.17826330532213,19.225505050505053,16.157220822837942,198,397,308,287,595
Budlong Woods Library,20.151980758347488,26.531705729166664,15.247447447447446,256,333,246,343,589
California Ave & 21st St,22.775643224699838,25.204921259842514,20.900151975683894,254,329,223,360,583
MLK Jr Dr & 47th St,19.946903935185187,27.522655122655124,14.874444444444444,231,345,138,438,576
California Ave & Granville Ave,15.581823461091753,22.265753424657532,13.301791277258571,146,428,194,380,574
Central Park Ave & Ogden Ave,15.826386456509049,15.852716823406478,15.793055555555551,319,252,295,276,571
Prairie Ave & 43rd St,20.993660714285724,26.540706126687436,13.543444909344492,321,239,233,327,560
